Entity,Code,Day,new_vaccinations_smoothed
Montserrat,MSR,2021-03-06,19
Montserrat,MSR,2021-03-07,19
Montserrat,MSR,2021-03-08,19
Montserrat,MSR,2021-03-09,19
Montserrat,MSR,2021-03-10,19
Montserrat,MSR,2021-03-11,24
Montserrat,MSR,2021-03-12,29
Montserrat,MSR,2021-03-13,34
Montserrat,MSR,2021-03-14,39
Montserrat,MSR,2021-03-15,43
Montserrat,MSR,2021-03-16,48
Montserrat,MSR,2021-03-17,53
Montserrat,MSR,2021-03-18,48
Montserrat,MSR,2021-03-19,43
Montserrat,MSR,2021-03-20,38
Montserrat,MSR,2021-03-21,33
Montserrat,MSR,2021-03-22,27
Montserrat,MSR,2021-03-23,22
Montserrat,MSR,2021-03-24,17
Montserrat,MSR,2021-03-25,17
Montserrat,MSR,2021-03-26,17
Montserrat,MSR,2021-03-27,17
Montserrat,MSR,2021-03-28,17
Montserrat,MSR,2021-03-29,17
Montserrat,MSR,2021-03-30,17
Montserrat,MSR,2021-03-31,17
Montserrat,MSR,2021-04-01,17
Montserrat,MSR,2021-04-02,16
Montserrat,MSR,2021-04-03,16
Montserrat,MSR,2021-04-04,16
Montserrat,MSR,2021-04-05,15
Montserrat,MSR,2021-04-06,15
Montserrat,MSR,2021-04-07,15
Montserrat,MSR,2021-04-08,15
Montserrat,MSR,2021-04-09,15
Montserrat,MSR,2021-04-10,15
Montserrat,MSR,2021-04-11,15
Montserrat,MSR,2021-04-12,15
Montserrat,MSR,2021-04-13,15
Montserrat,MSR,2021-04-14,15
Montserrat,MSR,2021-04-15,16
Montserrat,MSR,2021-04-16,17
Montserrat,MSR,2021-04-17,18
Montserrat,MSR,2021-04-18,19
Montserrat,MSR,2021-04-19,20
Montserrat,MSR,2021-04-20,21
Montserrat,MSR,2021-04-21,23
Morocco,MAR,2021-01-29,45000
Morocco,MAR,2021-01-30,45000
Morocco,MAR,2021-01-31,42000
Morocco,MAR,2021-02-01,50020
Morocco,MAR,2021-02-02,51458
Morocco,MAR,2021-02-03,51400
Morocco,MAR,2021-02-04,50246
Morocco,MAR,2021-02-05,51891
Morocco,MAR,2021-02-06,53424
Morocco,MAR,2021-02-07,54437
Morocco,MAR,2021-02-08,50010
Morocco,MAR,2021-02-09,51127
Morocco,MAR,2021-02-10,62531
Morocco,MAR,2021-02-11,71942
Morocco,MAR,2021-02-12,100553
Morocco,MAR,2021-02-13,132082
Morocco,MAR,2021-02-14,148680
Morocco,MAR,2021-02-15,165277
Morocco,MAR,2021-02-16,184141
Morocco,MAR,2021-02-17,190700
Morocco,MAR,2021-02-18,196829
Morocco,MAR,2021-02-19,178578
Morocco,MAR,2021-02-20,153236
Morocco,MAR,2021-02-21,138660
Morocco,MAR,2021-02-22,124085
Morocco,MAR,2021-02-23,108989
Morocco,MAR,2021-02-24,123990
Morocco,MAR,2021-02-25,138712
Morocco,MAR,2021-02-26,151735
Morocco,MAR,2021-02-27,162387
Morocco,MAR,2021-02-28,168763
Morocco,MAR,2021-03-01,175138
Morocco,MAR,2021-03-02,183462
Morocco,MAR,2021-03-03,165274
Morocco,MAR,2021-03-04,147003
Morocco,MAR,2021-03-05,136191
Morocco,MAR,2021-03-06,127808
Morocco,MAR,2021-03-07,121878
Morocco,MAR,2021-03-08,115949
Morocco,MAR,2021-03-09,111839
Morocco,MAR,2021-03-10,118346
Morocco,MAR,2021-03-11,124222
Morocco,MAR,2021-03-12,145209
Morocco,MAR,2021-03-13,169993
Morocco,MAR,2021-03-14,183532
Morocco,MAR,2021-03-15,197070
Morocco,MAR,2021-03-16,209026
Morocco,MAR,2021-03-17,203778
Morocco,MAR,2021-03-18,197609
Morocco,MAR,2021-03-19,173867
Morocco,MAR,2021-03-20,143577
Morocco,MAR,2021-03-21,128126
Morocco,MAR,2021-03-22,112674
Morocco,MAR,2021-03-23,94431
Morocco,MAR,2021-03-24,109749
Morocco,MAR,2021-03-25,124922
Morocco,MAR,2021-03-26,130589
Morocco,MAR,2021-03-27,135275
Morocco,MAR,2021-03-28,137423
Morocco,MAR,2021-03-29,139571
Morocco,MAR,2021-03-30,146271
Morocco,MAR,2021-03-31,123661
Morocco,MAR,2021-04-01,105151
Morocco,MAR,2021-04-02,92338
Morocco,MAR,2021-04-03,86628
Morocco,MAR,2021-04-04,82211
Morocco,MAR,2021-04-05,77794
Morocco,MAR,2021-04-06,70420
Morocco,MAR,2021-04-07,64787
Morocco,MAR,2021-04-08,58968
Morocco,MAR,2021-04-09,54379
Morocco,MAR,2021-04-10,52243
Morocco,MAR,2021-04-11,51896
Morocco,MAR,2021-04-12,48571
Morocco,MAR,2021-04-13,39376
Morocco,MAR,2021-04-14,35428
Morocco,MAR,2021-04-15,31317
Morocco,MAR,2021-04-16,30216
Morocco,MAR,2021-04-17,33555
Morocco,MAR,2021-04-18,30832
Morocco,MAR,2021-04-19,31087
Morocco,MAR,2021-04-20,32510
Morocco,MAR,2021-04-21,29365
Morocco,MAR,2021-04-22,26644
Morocco,MAR,2021-04-23,25329
Morocco,MAR,2021-04-24,14723
Morocco,MAR,2021-04-25,13837
Morocco,MAR,2021-04-26,12951
Mozambique,MOZ,2021-03-08,7740
Mozambique,MOZ,2021-03-09,7740
Mozambique,MOZ,2021-03-10,7740
Mozambique,MOZ,2021-03-11,7740
Mozambique,MOZ,2021-03-12,7740
Mozambique,MOZ,2021-03-13,7740
Mozambique,MOZ,2021-03-14,6789
Mozambique,MOZ,2021-03-15,5839
Mozambique,MOZ,2021-03-16,4888
Mozambique,MOZ,2021-03-17,3938
Mozambique,MOZ,2021-03-18,2988
Mozambique,MOZ,2021-03-19,2037
Mozambique,MOZ,2021-03-20,1087
Mozambique,MOZ,2021-03-21,1087
Mozambique,MOZ,2021-03-22,1087
Mozambique,MOZ,2021-03-23,1087
Myanmar,MMR,2021-01-27,3800
Myanmar,MMR,2021-01-28,22800
Myanmar,MMR,2021-01-29,29133
Myanmar,MMR,2021-01-30,32300
Myanmar,MMR,2021-01-31,34200
Myanmar,MMR,2021-02-01,35467
Myanmar,MMR,2021-02-02,36371
Myanmar,MMR,2021-02-03,41800
Myanmar,MMR,2021-02-04,41800
Myanmar,MMR,2021-02-05,41800
Myanmar,MMR,2021-02-06,37575
Myanmar,MMR,2021-02-07,33349
Myanmar,MMR,2021-02-08,29124
Myanmar,MMR,2021-02-09,24898
Myanmar,MMR,2021-02-10,20673
Myanmar,MMR,2021-02-11,16448
Myanmar,MMR,2021-02-12,12222
Myanmar,MMR,2021-02-13,12222
Myanmar,MMR,2021-02-14,12222
Myanmar,MMR,2021-02-15,12222
Myanmar,MMR,2021-02-16,12222
Myanmar,MMR,2021-02-17,12222
Myanmar,MMR,2021-02-18,12222
Myanmar,MMR,2021-02-19,12222
Myanmar,MMR,2021-02-20,12222
Myanmar,MMR,2021-02-21,12222
Myanmar,MMR,2021-02-22,12222
Myanmar,MMR,2021-02-23,12222
Myanmar,MMR,2021-02-24,12222
Myanmar,MMR,2021-02-25,12222
Myanmar,MMR,2021-02-26,12222
Myanmar,MMR,2021-02-27,12222
Myanmar,MMR,2021-02-28,12222
Myanmar,MMR,2021-03-01,12222
Myanmar,MMR,2021-03-02,12222
Myanmar,MMR,2021-03-03,12222
Myanmar,MMR,2021-03-04,12222
Myanmar,MMR,2021-03-05,12222
Myanmar,MMR,2021-03-06,12222
Myanmar,MMR,2021-03-07,12222
Myanmar,MMR,2021-03-08,12222
Myanmar,MMR,2021-03-09,12222
Myanmar,MMR,2021-03-10,12222
Myanmar,MMR,2021-03-11,12222
Myanmar,MMR,2021-03-12,12222
Myanmar,MMR,2021-03-13,12222
Myanmar,MMR,2021-03-14,12222
Myanmar,MMR,2021-03-15,12222
Myanmar,MMR,2021-03-16,12222
Myanmar,MMR,2021-03-17,12222
Myanmar,MMR,2021-03-18,12222
Myanmar,MMR,2021-03-19,12222
Myanmar,MMR,2021-03-20,12222
Myanmar,MMR,2021-03-21,12222
Myanmar,MMR,2021-03-22,12222
Myanmar,MMR,2021-03-23,12222
Myanmar,MMR,2021-03-24,12222
Myanmar,MMR,2021-03-25,12222
Myanmar,MMR,2021-03-26,12222
Myanmar,MMR,2021-03-27,12222
Myanmar,MMR,2021-03-28,12222
Myanmar,MMR,2021-03-29,12222
Myanmar,MMR,2021-03-30,12222
Myanmar,MMR,2021-03-31,12222
Namibia,NAM,2021-03-19,22
Namibia,NAM,2021-03-20,22
Namibia,NAM,2021-03-21,22
Namibia,NAM,2021-03-22,22
Namibia,NAM,2021-03-23,22
Namibia,NAM,2021-03-24,22
Namibia,NAM,2021-03-25,22
Namibia,NAM,2021-03-26,51
Namibia,NAM,2021-03-27,80
Namibia,NAM,2021-03-28,109
Namibia,NAM,2021-03-29,138
Namibia,NAM,2021-03-30,167
Namibia,NAM,2021-03-31,196
Namibia,NAM,2021-04-01,243
Namibia,NAM,2021-04-02,228
Namibia,NAM,2021-04-03,213
Namibia,NAM,2021-04-04,193
Namibia,NAM,2021-04-05,174
Namibia,NAM,2021-04-06,154
Namibia,NAM,2021-04-07,134
Namibia,NAM,2021-04-08,96
Namibia,NAM,2021-04-09,82
Namibia,NAM,2021-04-10,69
Namibia,NAM,2021-04-11,60
Namibia,NAM,2021-04-12,87
Namibia,NAM,2021-04-13,110
Namibia,NAM,2021-04-14,120
Namibia,NAM,2021-04-15,152
Namibia,NAM,2021-04-16,206
Namibia,NAM,2021-04-17,274
Namibia,NAM,2021-04-18,289
Namibia,NAM,2021-04-19,268
Namibia,NAM,2021-04-20,368
Namibia,NAM,2021-04-21,422
Namibia,NAM,2021-04-22,547
Namibia,NAM,2021-04-23,852
Namibia,NAM,2021-04-24,1151
Namibia,NAM,2021-04-25,1173
Nauru,NRU,2021-04-09,168
Nepal,NPL,2021-01-27,18862
Nepal,NPL,2021-01-28,18862
Nepal,NPL,2021-01-29,18862
Nepal,NPL,2021-01-30,18862
Nepal,NPL,2021-01-31,18862
Nepal,NPL,2021-02-01,18862
Nepal,NPL,2021-02-02,18326
Nepal,NPL,2021-02-03,17789
Nepal,NPL,2021-02-04,17252
Nepal,NPL,2021-02-05,16734
Nepal,NPL,2021-02-06,16216
Nepal,NPL,2021-02-07,15698
Nepal,NPL,2021-02-08,15179
Nepal,NPL,2021-02-09,15198
Nepal,NPL,2021-02-10,15217
Nepal,NPL,2021-02-11,15236
Nepal,NPL,2021-02-12,15236
Nepal,NPL,2021-02-13,15236
Nepal,NPL,2021-02-14,15236
Nepal,NPL,2021-02-15,15236
Nepal,NPL,2021-02-16,15236
Nepal,NPL,2021-02-17,15236
Nepal,NPL,2021-02-18,15236
Nepal,NPL,2021-02-19,15236
Nepal,NPL,2021-02-20,15236
Nepal,NPL,2021-02-21,19397
Nepal,NPL,2021-02-22,23557
Nepal,NPL,2021-02-23,27718
Nepal,NPL,2021-02-24,31879
Nepal,NPL,2021-02-25,36039
Nepal,NPL,2021-02-26,40200
Nepal,NPL,2021-02-27,44361
Nepal,NPL,2021-02-28,44361
Nepal,NPL,2021-03-01,44361
Nepal,NPL,2021-03-02,44361
Nepal,NPL,2021-03-03,44361
Nepal,NPL,2021-03-04,44361
Nepal,NPL,2021-03-05,44361
Nepal,NPL,2021-03-06,44361
Nepal,NPL,2021-03-07,44361
Nepal,NPL,2021-03-08,44361
Nepal,NPL,2021-03-09,44361
Nepal,NPL,2021-03-10,44361
Nepal,NPL,2021-03-11,44361
Nepal,NPL,2021-03-12,44361
Nepal,NPL,2021-03-13,44361
Nepal,NPL,2021-03-14,44361
Nepal,NPL,2021-03-15,44361
Nepal,NPL,2021-03-16,44361
Nepal,NPL,2021-03-17,44361
Nepal,NPL,2021-03-18,44361
Nepal,NPL,2021-03-19,44361
Nepal,NPL,2021-03-20,38864
Nepal,NPL,2021-03-21,33367
Nepal,NPL,2021-03-22,27870
Nepal,NPL,2021-03-23,22373
Nepal,NPL,2021-03-24,16876
Nepal,NPL,2021-03-25,11379
Nepal,NPL,2021-03-26,5882
Nepal,NPL,2021-03-27,5882
Nepal,NPL,2021-03-28,5882
Nepal,NPL,2021-03-29,5882
Nepal,NPL,2021-03-30,5882
Nepal,NPL,2021-03-31,5882
Nepal,NPL,2021-04-01,5882
Nepal,NPL,2021-04-02,5882
Nepal,NPL,2021-04-03,5882
Nepal,NPL,2021-04-04,5882
Nepal,NPL,2021-04-05,5882
Nepal,NPL,2021-04-06,12630
Nepal,NPL,2021-04-07,19378
Nepal,NPL,2021-04-08,19312
Nepal,NPL,2021-04-09,21844
Nepal,NPL,2021-04-10,21841
Nepal,NPL,2021-04-11,22350
Nepal,NPL,2021-04-12,23139
Nepal,NPL,2021-04-13,17180
Nepal,NPL,2021-04-14,10476
Nepal,NPL,2021-04-15,10585
Nepal,NPL,2021-04-16,9331
Nepal,NPL,2021-04-17,9869
Nepal,NPL,2021-04-18,10590
Nepal,NPL,2021-04-19,10958
Nepal,NPL,2021-04-20,12659
Nepal,NPL,2021-04-21,12420
Nepal,NPL,2021-04-22,13212
Nepal,NPL,2021-04-23,12666
Nepal,NPL,2021-04-24,12519
Nepal,NPL,2021-04-25,11676
Netherlands,NLD,2021-01-18,9945
Netherlands,NLD,2021-01-19,9945
Netherlands,NLD,2021-01-20,9945
Netherlands,NLD,2021-01-21,9945
Netherlands,NLD,2021-01-22,9945
Netherlands,NLD,2021-01-23,9945
Netherlands,NLD,2021-01-24,9945
Netherlands,NLD,2021-01-25,12543
Netherlands,NLD,2021-01-26,15141
Netherlands,NLD,2021-01-27,17739
Netherlands,NLD,2021-01-28,20337
Netherlands,NLD,2021-01-29,22935
Netherlands,NLD,2021-01-30,25533
Netherlands,NLD,2021-01-31,28131
Netherlands,NLD,2021-02-01,28757
Netherlands,NLD,2021-02-02,29384
Netherlands,NLD,2021-02-03,30010
Netherlands,NLD,2021-02-04,30637
Netherlands,NLD,2021-02-05,31264
Netherlands,NLD,2021-02-06,31890
Netherlands,NLD,2021-02-07,32517
Netherlands,NLD,2021-02-08,32204
Netherlands,NLD,2021-02-09,31891
Netherlands,NLD,2021-02-10,31579
Netherlands,NLD,2021-02-11,31266
Netherlands,NLD,2021-02-12,30953
Netherlands,NLD,2021-02-13,30640
Netherlands,NLD,2021-02-14,30328
Netherlands,NLD,2021-02-15,30701
Netherlands,NLD,2021-02-16,31075
Netherlands,NLD,2021-02-17,31448
Netherlands,NLD,2021-02-18,31822
Netherlands,NLD,2021-02-19,32196
Netherlands,NLD,2021-02-20,32569
Netherlands,NLD,2021-02-21,32943
Netherlands,NLD,2021-02-22,34816
Netherlands,NLD,2021-02-23,36689
Netherlands,NLD,2021-02-24,38563
Netherlands,NLD,2021-02-25,40436
Netherlands,NLD,2021-02-26,42309
Netherlands,NLD,2021-02-27,44182
Netherlands,NLD,2021-02-28,46056
Netherlands,NLD,2021-03-01,45260
Netherlands,NLD,2021-03-02,44465
Netherlands,NLD,2021-03-03,43669
Netherlands,NLD,2021-03-04,42874
Netherlands,NLD,2021-03-05,42078
Netherlands,NLD,2021-03-06,41283
Netherlands,NLD,2021-03-07,40487
Netherlands,NLD,2021-03-08,40170
Netherlands,NLD,2021-03-09,39854
Netherlands,NLD,2021-03-10,39537
Netherlands,NLD,2021-03-11,39220
Netherlands,NLD,2021-03-12,38903
Netherlands,NLD,2021-03-13,38586
Netherlands,NLD,2021-03-14,38270
Netherlands,NLD,2021-03-15,37093
Netherlands,NLD,2021-03-16,35917
Netherlands,NLD,2021-03-17,34741
Netherlands,NLD,2021-03-18,33565
Netherlands,NLD,2021-03-19,32389
Netherlands,NLD,2021-03-20,31212
Netherlands,NLD,2021-03-21,30036
Netherlands,NLD,2021-03-22,31471
Netherlands,NLD,2021-03-23,32906
Netherlands,NLD,2021-03-24,34341
Netherlands,NLD,2021-03-25,35777
Netherlands,NLD,2021-03-26,37212
Netherlands,NLD,2021-03-27,38647
Netherlands,NLD,2021-03-28,40082
Netherlands,NLD,2021-03-29,44263
Netherlands,NLD,2021-03-30,48443
Netherlands,NLD,2021-03-31,52624
Netherlands,NLD,2021-04-01,56805
Netherlands,NLD,2021-04-02,60986
Netherlands,NLD,2021-04-03,65167
Netherlands,NLD,2021-04-04,69348
Netherlands,NLD,2021-04-05,78215
Netherlands,NLD,2021-04-06,87082
Netherlands,NLD,2021-04-07,95949
Netherlands,NLD,2021-04-08,104816
Netherlands,NLD,2021-04-09,113684
Netherlands,NLD,2021-04-10,122551
Netherlands,NLD,2021-04-11,131418
Netherlands,NLD,2021-04-12,128859
Netherlands,NLD,2021-04-13,126299
Netherlands,NLD,2021-04-14,123740
Netherlands,NLD,2021-04-15,121181
Netherlands,NLD,2021-04-16,118621
Netherlands,NLD,2021-04-17,116062
Netherlands,NLD,2021-04-18,113503
Netherlands,NLD,2021-04-19,111345
Netherlands,NLD,2021-04-20,109187
Netherlands,NLD,2021-04-21,107029
Netherlands,NLD,2021-04-22,102114
Netherlands,NLD,2021-04-23,98280
Netherlands,NLD,2021-04-24,94748
Netherlands,NLD,2021-04-25,89866
New Zealand,NZL,2021-02-19,29
New Zealand,NZL,2021-02-20,47
New Zealand,NZL,2021-02-21,54
New Zealand,NZL,2021-02-22,153
New Zealand,NZL,2021-02-23,194
New Zealand,NZL,2021-02-24,298
New Zealand,NZL,2021-02-25,412
New Zealand,NZL,2021-02-26,638
New Zealand,NZL,2021-02-27,820
New Zealand,NZL,2021-02-28,937
New Zealand,NZL,2021-03-01,1076
New Zealand,NZL,2021-03-02,1238
New Zealand,NZL,2021-03-03,1404
New Zealand,NZL,2021-03-04,1481
New Zealand,NZL,2021-03-05,1433
New Zealand,NZL,2021-03-06,1327
New Zealand,NZL,2021-03-07,1275
New Zealand,NZL,2021-03-08,1225
New Zealand,NZL,2021-03-09,1215
New Zealand,NZL,2021-03-10,1119
New Zealand,NZL,2021-03-11,1077
New Zealand,NZL,2021-03-12,1044
New Zealand,NZL,2021-03-13,1066
New Zealand,NZL,2021-03-14,1077
New Zealand,NZL,2021-03-15,1193
New Zealand,NZL,2021-03-16,1298
New Zealand,NZL,2021-03-17,1397
New Zealand,NZL,2021-03-18,1501
New Zealand,NZL,2021-03-19,1703
New Zealand,NZL,2021-03-20,1778
New Zealand,NZL,2021-03-21,1920
New Zealand,NZL,2021-03-22,1972
New Zealand,NZL,2021-03-23,2048
New Zealand,NZL,2021-03-24,2269
New Zealand,NZL,2021-03-25,2453
New Zealand,NZL,2021-03-26,2766
New Zealand,NZL,2021-03-27,2872
New Zealand,NZL,2021-03-28,2812
New Zealand,NZL,2021-03-29,3191
New Zealand,NZL,2021-03-30,3615
New Zealand,NZL,2021-03-31,4070
New Zealand,NZL,2021-04-01,4510
New Zealand,NZL,2021-04-02,4133
New Zealand,NZL,2021-04-03,4095
New Zealand,NZL,2021-04-04,4064
New Zealand,NZL,2021-04-05,3537
New Zealand,NZL,2021-04-06,3436
New Zealand,NZL,2021-04-07,3507
New Zealand,NZL,2021-04-08,3760
New Zealand,NZL,2021-04-09,4517
New Zealand,NZL,2021-04-10,4827
New Zealand,NZL,2021-04-11,5198
New Zealand,NZL,2021-04-12,6074
New Zealand,NZL,2021-04-13,6518
New Zealand,NZL,2021-04-14,6581
New Zealand,NZL,2021-04-15,6590
New Zealand,NZL,2021-04-16,6846
New Zealand,NZL,2021-04-17,6950
New Zealand,NZL,2021-04-18,6738
New Zealand,NZL,2021-04-19,6649
New Zealand,NZL,2021-04-20,6686
Nicaragua,NIC,2021-03-02,1401
Nicaragua,NIC,2021-03-03,1401
Nicaragua,NIC,2021-03-04,1401
Nicaragua,NIC,2021-03-05,1401
Nicaragua,NIC,2021-03-06,1401
Nicaragua,NIC,2021-03-07,1401
Nicaragua,NIC,2021-03-08,1401
Nicaragua,NIC,2021-03-09,1401
Nicaragua,NIC,2021-03-10,1401
Nicaragua,NIC,2021-03-11,1401
Nicaragua,NIC,2021-03-12,1401
Nicaragua,NIC,2021-03-13,1401
Nicaragua,NIC,2021-03-14,1401
Nicaragua,NIC,2021-03-15,1401
Nicaragua,NIC,2021-03-16,1401
Nicaragua,NIC,2021-03-17,1401
Nicaragua,NIC,2021-03-18,1401
Nicaragua,NIC,2021-03-19,1401
Nicaragua,NIC,2021-03-20,1401
Nicaragua,NIC,2021-03-21,1401
Nicaragua,NIC,2021-03-22,1401
Nicaragua,NIC,2021-03-23,1401
Nicaragua,NIC,2021-03-24,1401
Nicaragua,NIC,2021-03-25,1401
Nicaragua,NIC,2021-03-26,1401
Nicaragua,NIC,2021-03-27,1401
Nicaragua,NIC,2021-03-28,1401
Nicaragua,NIC,2021-03-29,1401
Nicaragua,NIC,2021-03-30,1401
Nicaragua,NIC,2021-03-31,1401
Nicaragua,NIC,2021-04-01,1401
Nicaragua,NIC,2021-04-02,1401
Nicaragua,NIC,2021-04-03,1401
Nicaragua,NIC,2021-04-04,1401
Nicaragua,NIC,2021-04-05,1401
Nicaragua,NIC,2021-04-06,1401
Nicaragua,NIC,2021-04-07,1401
Nicaragua,NIC,2021-04-08,1401
Nicaragua,NIC,2021-04-09,1401
Nicaragua,NIC,2021-04-10,1401
Nicaragua,NIC,2021-04-11,1401
Nicaragua,NIC,2021-04-12,1401
Nicaragua,NIC,2021-04-13,1401
Nicaragua,NIC,2021-04-14,1401
Niger,NER,2021-03-29,68
Niger,NER,2021-03-30,68
Niger,NER,2021-03-31,68
Niger,NER,2021-04-01,68
Niger,NER,2021-04-02,68
Niger,NER,2021-04-03,68
Niger,NER,2021-04-04,68
Niger,NER,2021-04-05,68
Niger,NER,2021-04-06,68
Niger,NER,2021-04-07,68
Niger,NER,2021-04-08,68
Niger,NER,2021-04-09,68
Niger,NER,2021-04-10,68
Niger,NER,2021-04-11,68
Niger,NER,2021-04-12,68
Niger,NER,2021-04-13,68
Niger,NER,2021-04-14,68
Niger,NER,2021-04-15,68
Niger,NER,2021-04-16,68
Niger,NER,2021-04-17,68
Nigeria,NGA,2021-03-05,727
Nigeria,NGA,2021-03-06,727
Nigeria,NGA,2021-03-07,727
Nigeria,NGA,2021-03-08,727
Nigeria,NGA,2021-03-09,727
Nigeria,NGA,2021-03-10,727
Nigeria,NGA,2021-03-11,727
Nigeria,NGA,2021-03-12,727
Nigeria,NGA,2021-03-13,727
Nigeria,NGA,2021-03-14,727
Nigeria,NGA,2021-03-15,727
Nigeria,NGA,2021-03-16,4900
Nigeria,NGA,2021-03-17,9074
Nigeria,NGA,2021-03-18,13247
Nigeria,NGA,2021-03-19,17420
Nigeria,NGA,2021-03-20,21593
Nigeria,NGA,2021-03-21,25767
Nigeria,NGA,2021-03-22,29940
Nigeria,NGA,2021-03-23,29940
Nigeria,NGA,2021-03-24,29940
Nigeria,NGA,2021-03-25,34097
Nigeria,NGA,2021-03-26,38255
Nigeria,NGA,2021-03-27,42412
Nigeria,NGA,2021-03-28,46570
Nigeria,NGA,2021-03-29,52044
Nigeria,NGA,2021-03-30,57519
Nigeria,NGA,2021-03-31,62993
Nigeria,NGA,2021-04-01,68909
Nigeria,NGA,2021-04-02,64632
Nigeria,NGA,2021-04-03,60356
Nigeria,NGA,2021-04-04,56079
Nigeria,NGA,2021-04-05,50485
Nigeria,NGA,2021-04-06,44891
Nigeria,NGA,2021-04-07,36556
Nigeria,NGA,2021-04-08,23623
Nigeria,NGA,2021-04-09,20882
Nigeria,NGA,2021-04-10,18141
Nigeria,NGA,2021-04-11,15400
Nigeria,NGA,2021-04-12,12660
Nigeria,NGA,2021-04-13,9919
Nigeria,NGA,2021-04-14,9919
Nigeria,NGA,2021-04-15,9553
Nigeria,NGA,2021-04-16,12486
Nigeria,NGA,2021-04-17,12154
Nigeria,NGA,2021-04-18,11821
Nigeria,NGA,2021-04-19,11132
Nigeria,NGA,2021-04-20,11513
Nigeria,NGA,2021-04-21,12798
Nigeria,NGA,2021-04-22,13867
Nigeria,NGA,2021-04-23,11005
Nigeria,NGA,2021-04-24,11243
Nigeria,NGA,2021-04-25,10684
Nigeria,NGA,2021-04-26,10494
North America,,2020-12-15,718
North America,,2020-12-16,1509
North America,,2020-12-17,2399
North America,,2020-12-18,2792
North America,,2020-12-19,2378
North America,,2020-12-20,94824
North America,,2020-12-21,90711
North America,,2020-12-22,91428
North America,,2020-12-23,148584
North America,,2020-12-24,149886
North America,,2020-12-25,149318
North America,,2020-12-26,283441
North America,,2020-12-27,204971
North America,,2020-12-28,223035
North America,,2020-12-29,225067
North America,,2020-12-30,265810
North America,,2020-12-31,265832
North America,,2021-01-01,266718
North America,,2021-01-02,337651
North America,,2021-01-03,337643
North America,,2021-01-04,364455
North America,,2021-01-05,403738
North America,,2021-01-06,377431
North America,,2021-01-07,468928
North America,,2021-01-08,586096
North America,,2021-01-09,387068
North America,,2021-01-10,390235
North America,,2021-01-11,670825
North America,,2021-01-12,682272
North America,,2021-01-13,764885
North America,,2021-01-14,821214
North America,,2021-01-15,886142
North America,,2021-01-16,891889
North America,,2021-01-17,892815
North America,,2021-01-18,567750
North America,,2021-01-19,1010308
North America,,2021-01-20,979180
North America,,2021-01-21,989020
North America,,2021-01-22,1043772
North America,,2021-01-23,1240524
North America,,2021-01-24,1426412
North America,,2021-01-25,1551361
North America,,2021-01-26,1175701
North America,,2021-01-27,1215421
North America,,2021-01-28,1279795
North America,,2021-01-29,1287284
North America,,2021-01-30,1324127
North America,,2021-01-31,1354966
North America,,2021-02-01,1381696
North America,,2021-02-02,1343353
North America,,2021-02-03,1340239
North America,,2021-02-04,1311081
North America,,2021-02-05,1300652
North America,,2021-02-06,1377223
North America,,2021-02-07,1468049
North America,,2021-02-08,1485085
North America,,2021-02-09,1519835
North America,,2021-02-10,1588525
North America,,2021-02-11,1629930
North America,,2021-02-12,1689055
North America,,2021-02-13,1690757
North America,,2021-02-14,1701114
North America,,2021-02-15,1531523
North America,,2021-02-16,1776148
North America,,2021-02-17,1723063
North America,,2021-02-18,1739310
North America,,2021-02-19,1755336
North America,,2021-02-20,1695334
North America,,2021-02-21,1640556
North America,,2021-02-22,1806681
North America,,2021-02-23,1585610
North America,,2021-02-24,1640015
North America,,2021-02-25,1685019
North America,,2021-02-26,1725641
North America,,2021-02-27,1825270
North America,,2021-02-28,1922279
North America,,2021-03-01,2016975
North America,,2021-03-02,2150707
North America,,2021-03-03,2220915
North America,,2021-03-04,2243076
North America,,2021-03-05,2280836
North America,,2021-03-06,2362113
North America,,2021-03-07,2359413
North America,,2021-03-08,2364162
North America,,2021-03-09,2376834
North America,,2021-03-10,2444812
North America,,2021-03-11,2551046
North America,,2021-03-12,2637162
North America,,2021-03-13,2892356
North America,,2021-03-14,2759309
North America,,2021-03-15,2817706
North America,,2021-03-16,2807525
North America,,2021-03-17,2824531
North America,,2021-03-18,2841913
North America,,2021-03-19,2799123
North America,,2021-03-20,2606254
North America,,2021-03-21,2848016
North America,,2021-03-22,2860844
North America,,2021-03-23,2885793
North America,,2021-03-24,2882208
North America,,2021-03-25,2893393
North America,,2021-03-26,3013171
North America,,2021-03-27,3065717
North America,,2021-03-28,3106324
North America,,2021-03-29,3163226
North America,,2021-03-30,3214428
North America,,2021-03-31,3316034
North America,,2021-04-01,3376294
North America,,2021-04-02,3531128
North America,,2021-04-03,3634115
North America,,2021-04-04,3626921
North America,,2021-04-05,3594542
North America,,2021-04-06,3548195
North America,,2021-04-07,3580265
North America,,2021-04-08,3672475
North America,,2021-04-09,3634969
North America,,2021-04-10,3706182
North America,,2021-04-11,3770091
North America,,2021-04-12,3893101
North America,,2021-04-13,4098048
North America,,2021-04-14,4111525
North America,,2021-04-15,4136697
North America,,2021-04-16,4162940
North America,,2021-04-17,4064811
North America,,2021-04-18,4068198
North America,,2021-04-19,3967036
North America,,2021-04-20,3790111
North America,,2021-04-21,3737630
North America,,2021-04-22,3661800
North America,,2021-04-23,3567998
North America,,2021-04-24,3498737
